id	category	name	provided_by	knowledge_source
CHEMBL.COMPOUND:CHEMBL3186192	biolink:ChemicalEntity	SID174007228	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL320876	biolink:ChemicalEntity	SID144204181	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL329673	biolink:ChemicalEntity	7,12-Dimethyl-benzo[a]anthracene	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3315349	biolink:ChemicalEntity	Neuromedin U	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3322001	biolink:ChemicalEntity	LEP	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL333985	biolink:ChemicalEntity	[5-(1-Benzyl-1H-indazol-3-yl)-furan-2-yl]-methanol	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3391990	biolink:ChemicalEntity	ACTEIN	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL34259	biolink:ChemicalEntity	METHOTREXATE	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3545111	biolink:ChemicalEntity	HEMAY-022	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3559671	biolink:ChemicalEntity	POLYVINYL ALCOHOL	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3622533	biolink:ChemicalEntity	FIMEPINOSTAT	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL367788	biolink:ChemicalEntity	3,4,N-Trihydroxy-benzamide	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3707277	biolink:ChemicalEntity	DEPATUXIZUMAB MAFODOTIN	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3814876	biolink:ChemicalEntity	Trifluoroethanol	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL383824	biolink:ChemicalEntity	ALVESPIMYCIN	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL384759	biolink:ChemicalEntity	GDP	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL391533	biolink:ChemicalEntity	COROSOLIC ACID	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL408403	biolink:ChemicalEntity	ANGIOTENSIN II	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL417799	biolink:ChemicalEntity	SANGUINARIUM	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL4209157	biolink:ChemicalEntity	LIFIRAFENIB	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL4212311	biolink:ChemicalEntity	Tunicamycin	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL428690	biolink:ChemicalEntity	ALVOCIDIB	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL4297330	biolink:ChemicalEntity	TOCOTRIENOL	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL4297422	biolink:ChemicalEntity	RG-4733	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL4298025	biolink:ChemicalEntity	ZENOCUTUZUMAB	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL4298032	biolink:ChemicalEntity	MEDI-4276	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL43048	biolink:ChemicalEntity	MIDOMAFETAMINE	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL43185	biolink:ChemicalEntity	PIPERINE	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL443114	biolink:ChemicalEntity	SOLAMARGINE	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL443119	biolink:ChemicalEntity	N-((3R,4R,5R,6R)-2,5-dihydroxy-6-(hydroxymethyl)-4-((2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)-tetrahydro-2H-pyran-2-yloxy)-tetrahydro-2H-pyran-3-yl)acetamide	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL446008	biolink:ChemicalEntity	MOLLUGIN	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL457299	biolink:ChemicalEntity	MACROGOL	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL460657	biolink:ChemicalEntity	ELAIDIC ACID	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL463763	biolink:ChemicalEntity	TRIPTOLIDE	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL483158	biolink:ChemicalEntity	ALISERTIB	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL494826	biolink:ChemicalEntity	METHYLCURCUMIN	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL499608	biolink:ChemicalEntity	NAKIJIQUINONES H	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL50	biolink:ChemicalEntity	QUERCETIN	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL502529	biolink:ChemicalEntity	NAKIJIQUINONES G	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL506569	biolink:ChemicalEntity	LANATOSIDE C	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL514499	biolink:ChemicalEntity	GW843682X	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL539	biolink:ChemicalEntity	ACETIC ACID	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL54552	biolink:ChemicalEntity	VAL-VAL	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL548	biolink:ChemicalEntity	DINOPROSTONE	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL565612	biolink:ChemicalEntity	SOTRASTAURIN	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL601	biolink:ChemicalEntity	AMINOLEVULINIC ACID	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL65375	biolink:ChemicalEntity	TIPIRACIL HYDROCHLORIDE	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL66115	biolink:ChemicalEntity	DEOXYCYTIDINE	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL67934	biolink:ChemicalEntity	SID85302060	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL73930	biolink:ChemicalEntity	TANGERETIN	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL81421	biolink:ChemicalEntity	(+)-ALPHA-TOCOPHERYL SUCCINATE	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL8234	biolink:ChemicalEntity	ENKEPHALIN	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL84	biolink:ChemicalEntity	TOPOTECAN	ERBB2_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL94657	biolink:ChemicalEntity	PATUPILONE	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL1075062	biolink:ChemicalEntity	Thymidine kinase	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL1764936	biolink:ChemicalEntity	Ceramide kinase	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL2094135	biolink:ChemicalEntity	Gamma-secretase	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL2316	biolink:ChemicalEntity	Granzyme B	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL2363054	biolink:ChemicalEntity	Glycoproteins	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL2363058	biolink:ChemicalEntity	Iron	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL2364711	biolink:ChemicalEntity	Fatty acids	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL2366448	biolink:ChemicalEntity	Hemagglutinin	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL301	biolink:ChemicalEntity	Cyclin-dependent kinase 2	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL3217394	biolink:ChemicalEntity	Insulin-like growth factor I	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL354	biolink:ChemicalEntity	Escherichia coli	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL3559	biolink:ChemicalEntity	Steryl-sulfatase	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL3580494	biolink:ChemicalEntity	Mucin-1	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL3758070	biolink:ChemicalEntity	Cyclin-dependent kinase inhibitor 1B	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL3776	biolink:ChemicalEntity	Caspase-8	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL3832944	biolink:ChemicalEntity	Histone deacetylase	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL4106132	biolink:ChemicalEntity	PI3K p110 alpha/p85 alpha	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL4106134	biolink:ChemicalEntity	FASN/HER2	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL4884	biolink:ChemicalEntity	Caspase-2	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL5632	biolink:ChemicalEntity	Caspase-3	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL5714	biolink:ChemicalEntity	Tumor necrosis factor ligand superfamily member 6	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL612319	biolink:ChemicalEntity	Human papillomavirus	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL612600	biolink:ChemicalEntity	Helicobacter pylori	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL614622	biolink:ChemicalEntity	Streptococcus agalactiae	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL614676	biolink:ChemicalEntity	Liposome	ERBB2_direct_ara-explanatory.json	
CHEMBL.TARGET:CHEMBL614974	biolink:ChemicalEntity	Listeria monocytogenes	ERBB2_direct_ara-explanatory.json	
ENSEMBL:ENST00000445658	biolink:ChemicalEntity	ERBB2-203	ERBB2_direct_ara-explanatory.json	
ENSEMBL:ENST00000578199	biolink:ChemicalEntity	ERBB2-205	ERBB2_direct_ara-explanatory.json	
ENSEMBL:ENST00000578373	biolink:ChemicalEntity	ERBB2-206	ERBB2_direct_ara-explanatory.json	
ENSEMBL:ENST00000578502	biolink:ChemicalEntity	ERBB2-207	ERBB2_direct_ara-explanatory.json	
ENSEMBL:ENST00000578630	biolink:ChemicalEntity	ERBB2-208	ERBB2_direct_ara-explanatory.json	
ENSEMBL:ENST00000578709	biolink:ChemicalEntity	ERBB2-209	ERBB2_direct_ara-explanatory.json	
ENSEMBL:ENST00000580074	biolink:ChemicalEntity	ERBB2-210	ERBB2_direct_ara-explanatory.json	
ENSEMBL:ENST00000582648	biolink:ChemicalEntity	ERBB2-211	ERBB2_direct_ara-explanatory.json	
ENSEMBL:ENST00000582788	biolink:ChemicalEntity	ERBB2-212	ERBB2_direct_ara-explanatory.json	
ENSEMBL:ENST00000582818	biolink:ChemicalEntity	ERBB2-213	ERBB2_direct_ara-explanatory.json	
ENSEMBL:ENST00000583038	biolink:ChemicalEntity	ERBB2-214	ERBB2_direct_ara-explanatory.json	
ENSEMBL:ENST00000583391	biolink:ChemicalEntity	ERBB2-215	ERBB2_direct_ara-explanatory.json	
ENSEMBL:ENST00000584014	biolink:ChemicalEntity	ERBB2-216	ERBB2_direct_ara-explanatory.json	
ENSEMBL:ENST00000584099	biolink:ChemicalEntity	ERBB2-217	ERBB2_direct_ara-explanatory.json	
ENSEMBL:ENST00000584450	biolink:ChemicalEntity	ERBB2-218	ERBB2_direct_ara-explanatory.json	
ENSEMBL:ENST00000584684	biolink:ChemicalEntity	ERBB2-220	ERBB2_direct_ara-explanatory.json	
ENSEMBL:ENST00000584888	biolink:ChemicalEntity	ERBB2-221	ERBB2_direct_ara-explanatory.json	
ENSEMBL:ENST00000584908	biolink:ChemicalEntity	ERBB2-222	ERBB2_direct_ara-explanatory.json	
ENSEMBL:LRG_724t1	biolink:ChemicalEntity	LRG_724t1	ERBB2_direct_ara-explanatory.json	
ENSEMBL:LRG_724t2	biolink:ChemicalEntity	LRG_724t2	ERBB2_direct_ara-explanatory.json	
ENSEMBL:LRG_724t3	biolink:ChemicalEntity	LRG_724t3	ERBB2_direct_ara-explanatory.json	
ENSEMBL:LRG_724t4	biolink:ChemicalEntity	LRG_724t4	ERBB2_direct_ara-explanatory.json	
FMA:12278	biolink:ChemicalEntity	Hormone	ERBB2_direct_ara-explanatory.json	
FMA:264827	biolink:ChemicalEntity	Interleukin-8	ERBB2_direct_ara-explanatory.json	
FMA:264828	biolink:ChemicalEntity	Interleukin-7	ERBB2_direct_ara-explanatory.json	
FMA:264832	biolink:ChemicalEntity	Interleukin-3	ERBB2_direct_ara-explanatory.json	
FMA:62912	biolink:ChemicalEntity	Fiber	ERBB2_direct_ara-explanatory.json	
FMA:62926	biolink:ChemicalEntity	Laminin	ERBB2_direct_ara-explanatory.json	
FMA:63014	biolink:ChemicalEntity	Hyaluronan	ERBB2_direct_ara-explanatory.json	
FMA:63853	biolink:ChemicalEntity	Alpha-tubulin	ERBB2_direct_ara-explanatory.json	
FMA:63891	biolink:ChemicalEntity	Collagen	ERBB2_direct_ara-explanatory.json	
FMA:67264	biolink:ChemicalEntity	Lipid	ERBB2_direct_ara-explanatory.json	
FMA:74644	biolink:ChemicalEntity	Melatonin	ERBB2_direct_ara-explanatory.json	
FMA:81101	biolink:ChemicalEntity	Von Willebrand factor	ERBB2_direct_ara-explanatory.json	
FMA:82740	biolink:ChemicalEntity	Nucleotide	ERBB2_direct_ara-explanatory.json	
FMA:82742	biolink:ChemicalEntity	Oligosaccharide	ERBB2_direct_ara-explanatory.json	
FMA:82743	biolink:ChemicalEntity	Glucose	ERBB2_direct_ara-explanatory.json	
FMA:82755	biolink:ChemicalEntity	Histidine	ERBB2_direct_ara-explanatory.json	
FMA:82756	biolink:ChemicalEntity	Isoleucine	ERBB2_direct_ara-explanatory.json	
FMA:82762	biolink:ChemicalEntity	Glutamic acid	ERBB2_direct_ara-explanatory.json	
FMA:82764	biolink:ChemicalEntity	Serine	ERBB2_direct_ara-explanatory.json	
FMA:82766	biolink:ChemicalEntity	Valine	ERBB2_direct_ara-explanatory.json	
FMA:82768	biolink:ChemicalEntity	Tyrosine	ERBB2_direct_ara-explanatory.json	
FMA:82785	biolink:ChemicalEntity	Lipopolysaccharide	ERBB2_direct_ara-explanatory.json	
FMA:82788	biolink:ChemicalEntity	N-acetylneuraminic acid	ERBB2_direct_ara-explanatory.json	
FMA:83358	biolink:ChemicalEntity	Prolactin	ERBB2_direct_ara-explanatory.json	
FMA:83365	biolink:ChemicalEntity	Insulin	ERBB2_direct_ara-explanatory.json	
FMA:83375	biolink:ChemicalEntity	Androgen	ERBB2_direct_ara-explanatory.json	
FMA:84050	biolink:ChemicalEntity	Cytokine	ERBB2_direct_ara-explanatory.json	
FMA:84051	biolink:ChemicalEntity	Interleukin-2	ERBB2_direct_ara-explanatory.json	
FMA:85434	biolink:ChemicalEntity	Phosphatidylcholine	ERBB2_direct_ara-explanatory.json	
FMA:86579	biolink:ChemicalEntity	Interleukin-12	ERBB2_direct_ara-explanatory.json	
MESH:C000611407	biolink:ChemicalEntity	3,3-diindolymethane	ERBB2_direct_ara-explanatory.json	
MESH:C002502	biolink:ChemicalEntity	2,2'-azino-di-(3-ethylbenzothiazoline)-6-sulfonic acid	ERBB2_direct_ara-explanatory.json	
MESH:C034130	biolink:ChemicalEntity	Oralit	ERBB2_direct_ara-explanatory.json	
MESH:C039215	biolink:ChemicalEntity	AB-2 compound	ERBB2_direct_ara-explanatory.json	
MESH:C041115	biolink:ChemicalEntity	isoleucylvaline	ERBB2_direct_ara-explanatory.json	
MESH:C043497	biolink:ChemicalEntity	6-pyruvoyltetrahydropterin synthase	ERBB2_direct_ara-explanatory.json	
MESH:C066845	biolink:ChemicalEntity	pleiotrophin	ERBB2_direct_ara-explanatory.json	
MESH:C070648	biolink:ChemicalEntity	3-(N-(N',N'-dimethylaminoethane)carbamoyl)cholesterol	ERBB2_direct_ara-explanatory.json	
MESH:C474394	biolink:ChemicalEntity	adamanolol	ERBB2_direct_ara-explanatory.json	
MESH:C499827	biolink:ChemicalEntity	monocrystalline iron oxide nanoparticle	ERBB2_direct_ara-explanatory.json	
MESH:C568283	biolink:ChemicalEntity	polydopamine	ERBB2_direct_ara-explanatory.json	
MESH:D000071756	biolink:ChemicalEntity	Soluble Guanylyl Cyclase	ERBB2_direct_ara-explanatory.json	
MESH:D000073888	biolink:ChemicalEntity	Cell-Free Nucleic Acids	ERBB2_direct_ara-explanatory.json	
MESH:D000080890	biolink:ChemicalEntity	Duocarmycins	ERBB2_direct_ara-explanatory.json	
MESH:D000758	biolink:ChemicalEntity	Anesthesia	ERBB2_direct_ara-explanatory.json	
MESH:D000888	biolink:ChemicalEntity	Antibodies, Anti-Idiotypic	ERBB2_direct_ara-explanatory.json	
MESH:D000943	biolink:ChemicalEntity	Antigens, Differentiation	ERBB2_direct_ara-explanatory.json	
MESH:D000951	biolink:ChemicalEntity	Antigens, Neoplasm	ERBB2_direct_ara-explanatory.json	
MESH:D001141	biolink:ChemicalEntity	Aromatase	ERBB2_direct_ara-explanatory.json	
MESH:D001688	biolink:ChemicalEntity	Biological Products	ERBB2_direct_ara-explanatory.json	
MESH:D003287	biolink:ChemicalEntity	Contrast Media	ERBB2_direct_ara-explanatory.json	
MESH:D004272	biolink:ChemicalEntity	DNA, Mitochondrial	ERBB2_direct_ara-explanatory.json	
MESH:D004338	biolink:ChemicalEntity	Drug Combinations	ERBB2_direct_ara-explanatory.json	
MESH:D004742	biolink:ChemicalEntity	Enhancer Elements, Genetic	ERBB2_direct_ara-explanatory.json	
MESH:D004785	biolink:ChemicalEntity	Environmental Pollutants	ERBB2_direct_ara-explanatory.json	
MESH:D004965	biolink:ChemicalEntity	Estrogen Antagonists	ERBB2_direct_ara-explanatory.json	
MESH:D005091	biolink:ChemicalEntity	Exons	ERBB2_direct_ara-explanatory.json	
MESH:D005456	biolink:ChemicalEntity	Fluorescent Dyes	ERBB2_direct_ara-explanatory.json	
MESH:D005620	biolink:ChemicalEntity	Freund's Adjuvant	ERBB2_direct_ara-explanatory.json	
MESH:D006001	biolink:ChemicalEntity	Glycoconjugates	ERBB2_direct_ara-explanatory.json	
MESH:D006131	biolink:ChemicalEntity	Growth Inhibitors	ERBB2_direct_ara-explanatory.json	
MESH:D006497	biolink:ChemicalEntity	Heparitin Sulfate	ERBB2_direct_ara-explanatory.json	
MESH:D007155	biolink:ChemicalEntity	Immunologic Factors	ERBB2_direct_ara-explanatory.json	
MESH:D007438	biolink:ChemicalEntity	Introns	ERBB2_direct_ara-explanatory.json	
MESH:D008024	biolink:ChemicalEntity	Ligands	ERBB2_direct_ara-explanatory.json	
MESH:D008674	biolink:ChemicalEntity	Metals, Rare Earth	ERBB2_direct_ara-explanatory.json	
MESH:D008823	biolink:ChemicalEntity	Micelles	ERBB2_direct_ara-explanatory.json	
MESH:D009821	biolink:ChemicalEntity	Oils	ERBB2_direct_ara-explanatory.json	
MESH:D010168	biolink:ChemicalEntity	Palmitates	ERBB2_direct_ara-explanatory.json	
MESH:D010957	biolink:ChemicalEntity	Plasmids	ERBB2_direct_ara-explanatory.json	
MESH:D011401	biolink:ChemicalEntity	Promoter Regions, Genetic	ERBB2_direct_ara-explanatory.json	
MESH:D011493	biolink:ChemicalEntity	Protein Kinase C	ERBB2_direct_ara-explanatory.json	
MESH:D011868	biolink:ChemicalEntity	Radioisotopes	ERBB2_direct_ara-explanatory.json	
MESH:D012045	biolink:ChemicalEntity	Regulatory Sequences, Nucleic Acid	ERBB2_direct_ara-explanatory.json	
MESH:D014020	biolink:ChemicalEntity	Tissue Extracts	ERBB2_direct_ara-explanatory.json	
MESH:D014153	biolink:ChemicalEntity	Transaldolase	ERBB2_direct_ara-explanatory.json	
MESH:D015395	biolink:ChemicalEntity	Histocompatibility Antigens Class I	ERBB2_direct_ara-explanatory.json	
MESH:D015500	biolink:ChemicalEntity	Chloramphenicol O-Acetyltransferase	ERBB2_direct_ara-explanatory.json	
MESH:D016056	biolink:ChemicalEntity	Immunodominant Epitopes	ERBB2_direct_ara-explanatory.json	
MESH:D016373	biolink:ChemicalEntity	DNA, Antisense	ERBB2_direct_ara-explanatory.json	
MESH:D016376	biolink:ChemicalEntity	Oligonucleotides, Antisense	ERBB2_direct_ara-explanatory.json	
MESH:D016384	biolink:ChemicalEntity	Consensus Sequence	ERBB2_direct_ara-explanatory.json	
MESH:D016385	biolink:ChemicalEntity	TATA Box	ERBB2_direct_ara-explanatory.json	
MESH:D017398	biolink:ChemicalEntity	Alternative Splicing	ERBB2_direct_ara-explanatory.json	
MESH:D018076	biolink:ChemicalEntity	DNA, Complementary	ERBB2_direct_ara-explanatory.json	
MESH:D018394	biolink:ChemicalEntity	CA-125 Antigen	ERBB2_direct_ara-explanatory.json	
MESH:D018796	biolink:ChemicalEntity	Immunoconjugates	ERBB2_direct_ara-explanatory.json	
MESH:D018899	biolink:ChemicalEntity	CpG Islands	ERBB2_direct_ara-explanatory.json	
MESH:D018984	biolink:ChemicalEntity	Epitopes, T-Lymphocyte	ERBB2_direct_ara-explanatory.json	
MESH:D018985	biolink:ChemicalEntity	Epitopes, B-Lymphocyte	ERBB2_direct_ara-explanatory.json	
MESH:D019275	biolink:ChemicalEntity	Radiopharmaceuticals	ERBB2_direct_ara-explanatory.json	
MESH:D019444	biolink:ChemicalEntity	Vaccines, DNA	ERBB2_direct_ara-explanatory.json	
MESH:D019696	biolink:ChemicalEntity	Peptidylprolyl Isomerase	ERBB2_direct_ara-explanatory.json	
MESH:D019796	biolink:ChemicalEntity	15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid	ERBB2_direct_ara-explanatory.json	
MESH:D019938	biolink:ChemicalEntity	Cyclin D1	ERBB2_direct_ara-explanatory.json	
MESH:D020121	biolink:ChemicalEntity	5' Untranslated Regions	ERBB2_direct_ara-explanatory.json	
MESH:D020218	biolink:ChemicalEntity	Response Elements	ERBB2_direct_ara-explanatory.json	
MESH:D020319	biolink:ChemicalEntity	Oligodeoxyribonucleotides, Antisense	ERBB2_direct_ara-explanatory.json	
MESH:D020413	biolink:ChemicalEntity	3' Untranslated Regions	ERBB2_direct_ara-explanatory.json	
MESH:D022223	biolink:ChemicalEntity	Vaccines, Subunit	ERBB2_direct_ara-explanatory.json	
MESH:D022661	biolink:ChemicalEntity	RNA, Untranslated	ERBB2_direct_ara-explanatory.json	
MESH:D024363	biolink:ChemicalEntity	Transcription Initiation Site	ERBB2_direct_ara-explanatory.json	
MESH:D024506	biolink:ChemicalEntity	5' Flanking Region	ERBB2_direct_ara-explanatory.json	
MESH:D037502	biolink:ChemicalEntity	Galectin 3	ERBB2_direct_ara-explanatory.json	
MESH:D043823	biolink:ChemicalEntity	Taxoids	ERBB2_direct_ara-explanatory.json	
MESH:D047029	biolink:ChemicalEntity	Lactams, Macrocyclic	ERBB2_direct_ara-explanatory.json	
MESH:D053918	biolink:ChemicalEntity	Papillomavirus Vaccines	ERBB2_direct_ara-explanatory.json	
MESH:D054697	biolink:ChemicalEntity	Cytostatic Agents	ERBB2_direct_ara-explanatory.json	
MESH:D061965	biolink:ChemicalEntity	Matrix Metalloproteinase Inhibitors	ERBB2_direct_ara-explanatory.json	
MESH:D062385	biolink:ChemicalEntity	Hydroxybenzoates	ERBB2_direct_ara-explanatory.json	
MESH:Q000819	biolink:ChemicalEntity	agonists	ERBB2_direct_ara-explanatory.json	
MONDO:0005124	biolink:ChemicalEntity	leprosy	ERBB2_direct_ara-explanatory.json	
MONDO:0005460	biolink:ChemicalEntity	swine influenza	ERBB2_direct_ara-explanatory.json	
NCBIGene:1541	biolink:ChemicalEntity	Genetic locus associated with cystoid macular dystrophy	ERBB2_direct_ara-explanatory.json	
NCBIGene:406886	biolink:ChemicalEntity	MIRLET7D	ERBB2_direct_ara-explanatory.json	
NCBIGene:406988	biolink:ChemicalEntity	MIR205	ERBB2_direct_ara-explanatory.json	
NCBIGene:494324	biolink:ChemicalEntity	MIR375	ERBB2_direct_ara-explanatory.json	
RXNORM:1000492	biolink:ChemicalEntity	resveratrol	ERBB2_direct_ara-explanatory.json	
RXNORM:1363051	biolink:ChemicalEntity	monophosphoryl lipid A	ERBB2_direct_ara-explanatory.json	
RXNORM:1367161	biolink:ChemicalEntity	retinamide	ERBB2_direct_ara-explanatory.json	
RXNORM:1368647	biolink:ChemicalEntity	ferulic acid	ERBB2_direct_ara-explanatory.json	
RXNORM:1425933	biolink:ChemicalEntity	Lactoferrin	ERBB2_direct_ara-explanatory.json	
RXNORM:1728770	biolink:ChemicalEntity	insulin-like growth factor 2	ERBB2_direct_ara-explanatory.json	
RXNORM:196238	biolink:ChemicalEntity	soy protein isolate	ERBB2_direct_ara-explanatory.json	
RXNORM:220945	biolink:ChemicalEntity	WinRho	ERBB2_direct_ara-explanatory.json	
RXNORM:25696	biolink:ChemicalEntity	Genistein	ERBB2_direct_ara-explanatory.json	
RXNORM:340705	biolink:ChemicalEntity	Human Chorionic Gonadotropin	ERBB2_direct_ara-explanatory.json	
RXNORM:466523	biolink:ChemicalEntity	doxorubicin hydrochloride liposome	ERBB2_direct_ara-explanatory.json	
RXNORM:8031	biolink:ChemicalEntity	Endopeptidases	ERBB2_direct_ara-explanatory.json	
UBERON:0001264	biolink:ChemicalEntity	pancreas	ERBB2_direct_ara-explanatory.json	
UBERON:0002107	biolink:ChemicalEntity	liver	ERBB2_direct_ara-explanatory.json	
UMLS:C0003232	biolink:ChemicalEntity	Antibiotics	ERBB2_direct_ara-explanatory.json	
UMLS:C0003234	biolink:ChemicalEntity	Anthracycline Antibiotics	ERBB2_direct_ara-explanatory.json	
UMLS:C0010868	biolink:ChemicalEntity	Cytotoxin	ERBB2_direct_ara-explanatory.json	
UMLS:C0013982	biolink:ChemicalEntity	Emodin	ERBB2_direct_ara-explanatory.json	
UMLS:C0022179	biolink:ChemicalEntity	Isoflavones	ERBB2_direct_ara-explanatory.json	
UMLS:C0023978	biolink:ChemicalEntity	Long Terminal Repeat	ERBB2_direct_ara-explanatory.json	
UMLS:C0026661	biolink:ChemicalEntity	mRNA Precursor	ERBB2_direct_ara-explanatory.json	
UMLS:C0026698	biolink:ChemicalEntity	mucolytic agents	ERBB2_direct_ara-explanatory.json	
UMLS:C0032552	biolink:ChemicalEntity	Polyomavirus Middle T Antigens	ERBB2_direct_ara-explanatory.json	
UMLS:C0041365	biolink:ChemicalEntity	Tumor Markers	ERBB2_direct_ara-explanatory.json	
UMLS:C0041370	biolink:ChemicalEntity	Tumor Promoters	ERBB2_direct_ara-explanatory.json	
